INFO 2022-11-11 14:05:59,326 autoreload 51997 140263233537856 Watching for file changes with StatReloader
DEBUG 2022-11-11 14:05:59,434 autoreload 51997 140263233537856 File /usr/lib/python3.8/linecache.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,434 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/sqlparse/filters/output.py first seen with mtime 1668153247.418828
DEBUG 2022-11-11 14:05:59,434 autoreload 51997 140263233537856 File /usr/lib/python3.8/email/charset.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,434 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/core/signing.py first seen with mtime 1668153247.9908357
DEBUG 2022-11-11 14:05:59,434 autoreload 51997 140263233537856 File /usr/lib/python3.8/warnings.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,434 autoreload 51997 140263233537856 File /usr/lib/python3.8/uuid.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,434 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/asgiref/sync.py first seen with mtime 1668153247.4548285
DEBUG 2022-11-11 14:05:59,434 autoreload 51997 140263233537856 File /usr/lib/python3.8/email/mime/__init__.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,434 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/admin/views/autocomplete.py first seen with mtime 1668153247.6868315
DEBUG 2022-11-11 14:05:59,434 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/models/fields/mixins.py first seen with mtime 1668153248.018836
DEBUG 2022-11-11 14:05:59,434 autoreload 51997 140263233537856 File /usr/lib/python3.8/email/quoprimime.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,434 autoreload 51997 140263233537856 File /usr/lib/python3.8/gettext.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,434 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/backends/base/base.py first seen with mtime 1668153248.0068357
DEBUG 2022-11-11 14:05:59,434 autoreload 51997 140263233537856 File /usr/lib/python3.8/encodings/utf_8.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/forms/fields.py first seen with mtime 1668153248.026836
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/utils/datastructures.py first seen with mtime 1668153248.0468364
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /usr/lib/python3.8/keyword.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/auth/tokens.py first seen with mtime 1668153247.722832
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /usr/lib/python3.8/asyncio/tasks.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/core/checks/security/csrf.py first seen with mtime 1668153247.9948356
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/views/generic/detail.py first seen with mtime 1668153248.0548365
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /usr/lib/python3.8/importlib/machinery.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /etc/python3.8/sitecustomize.py first seen with mtime 1584094456.0
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /usr/lib/python3.8/asyncio/futures.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/backports/zoneinfo/_tzpath.py first seen with mtime 1668153247.4708288
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/staticfiles/views.py first seen with mtime 1668153247.9908357
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /usr/lib/python3.8/asyncio/events.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /usr/lib/python3.8/asyncio/transports.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/admin/sites.py first seen with mtime 1668153247.5908303
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/core/files/__init__.py first seen with mtime 1668153247.9948356
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /usr/lib/python3.8/asyncio/base_tasks.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/migrations/state.py first seen with mtime 1668153248.0148358
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/backends/base/features.py first seen with mtime 1668153248.0068357
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/models/fields/related.py first seen with mtime 1668153248.022836
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/template/exceptions.py first seen with mtime 1668153248.0388362
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/models/manager.py first seen with mtime 1668153248.018836
DEBUG 2022-11-11 14:05:59,435 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/utils/safestring.py first seen with mtime 1668153248.0508363
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/apps/registry.py first seen with mtime 1668153247.5188293
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/models/query_utils.py first seen with mtime 1668153248.018836
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /usr/lib/python3.8/weakref.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/utils/crypto.py first seen with mtime 1668153248.0468364
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /usr/lib/python3.8/site.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/templatetags/static.py first seen with mtime 1668153248.0428362
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /usr/lib/python3.8/wsgiref/util.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/staticfiles/management/commands/runserver.py first seen with mtime 1668153247.9908357
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /usr/lib/python3.8/contextvars.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/auth/base_user.py first seen with mtime 1668153247.718832
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/admin/__init__.py first seen with mtime 1668153247.5908303
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/template/defaultfilters.py first seen with mtime 1668153248.0388362
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/utils/topological_sort.py first seen with mtime 1668153248.0508363
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/contenttypes/fields.py first seen with mtime 1668153247.7588325
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /usr/lib/python3.8/lib-dynload/_opcode.cpython-38-x86_64-linux-gnu.so first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /usr/lib/python3.8/json/__init__.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /usr/lib/python3.8/socket.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/staticfiles/finders.py first seen with mtime 1668153247.9908357
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /usr/lib/python3.8/sre_parse.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/views/decorators/debug.py first seen with mtime 1668153248.0548365
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /usr/lib/python3.8/collections/__init__.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/core/serializers/json.py first seen with mtime 1668153248.0028358
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /usr/lib/python3.8/os.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/utils/version.py first seen with mtime 1668153248.0508363
DEBUG 2022-11-11 14:05:59,436 autoreload 51997 140263233537856 File /usr/lib/python3.8/lib-dynload/_lzma.cpython-38-x86_64-linux-gnu.so first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/sqlparse/filters/tokens.py first seen with mtime 1668153247.418828
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/models/expressions.py first seen with mtime 1668153248.018836
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /usr/lib/python3.8/locale.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /usr/lib/python3.8/wsgiref/handlers.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/core/servers/basehttp.py first seen with mtime 1668153248.0028358
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/utils/_os.py first seen with mtime 1668153248.0468364
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/backends/base/__init__.py first seen with mtime 1668153248.0068357
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/core/checks/messages.py first seen with mtime 1668153247.9948356
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /usr/lib/python3.8/glob.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /usr/lib/python3.8/asyncio/base_events.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/auth/validators.py first seen with mtime 1668153247.722832
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/templatetags/i18n.py first seen with mtime 1668153248.0428362
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /usr/lib/python3.8/http/client.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /usr/lib/python3.8/inspect.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/backends/sqlite3/client.py first seen with mtime 1668153248.010836
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/models/query.py first seen with mtime 1668153248.018836
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/urls/converters.py first seen with mtime 1668153248.0468364
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/utils/dateformat.py first seen with mtime 1668153248.0468364
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/utils/ipv6.py first seen with mtime 1668153248.0508363
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /usr/lib/python3.8/difflib.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/auth/management/__init__.py first seen with mtime 1668153247.7548325
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/utils.py first seen with mtime 1668153248.0028358
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/backends/sqlite3/base.py first seen with mtime 1668153248.010836
DEBUG 2022-11-11 14:05:59,437 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/forms/forms.py first seen with mtime 1668153248.026836
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /usr/lib/python3.8/email/mime/nonmultipart.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /usr/lib/python3.8/encodings/latin_1.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /usr/lib/python3.8/collections/abc.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/http/request.py first seen with mtime 1668153248.034836
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/staticfiles/handlers.py first seen with mtime 1668153247.9908357
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /usr/lib/python3.8/opcode.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /usr/lib/python3.8/asyncio/exceptions.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /usr/lib/python3.8/copyreg.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /usr/lib/python3.8/decimal.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/middleware/cache.py first seen with mtime 1668153248.0388362
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/template/loaders/cached.py first seen with mtime 1668153248.0428362
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/migrations/operations/__init__.py first seen with mtime 1668153248.0148358
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/conf/global_settings.py first seen with mtime 1668153247.5188293
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/views/__init__.py first seen with mtime 1668153248.0508363
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /usr/lib/python3.8/_compression.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/utils/http.py first seen with mtime 1668153248.0508363
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/sqlparse/engine/filter_stack.py first seen with mtime 1668153247.418828
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /usr/lib/python3.8/email/__init__.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/core/files/temp.py first seen with mtime 1668153247.9948356
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /usr/lib/python3.8/_collections_abc.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/contenttypes/forms.py first seen with mtime 1668153247.7588325
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /usr/lib/python3.8/pkgutil.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/models/sql/__init__.py first seen with mtime 1668153248.022836
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /usr/lib/python3.8/getpass.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,438 autoreload 51997 140263233537856 File /usr/lib/python3.8/logging/handlers.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/backends/sqlite3/_functions.py first seen with mtime 1668153248.010836
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /usr/lib/python3.8/traceback.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/core/files/uploadedfile.py first seen with mtime 1668153247.9948356
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /usr/lib/python3.8/lzma.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/utils/timesince.py first seen with mtime 1668153248.0508363
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/models/sql/where.py first seen with mtime 1668153248.022836
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/sqlparse/__init__.py first seen with mtime 1668153247.418828
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /usr/lib/python3.8/enum.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/urls/exceptions.py first seen with mtime 1668153248.0468364
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/core/cache/backends/__init__.py first seen with mtime 1668153247.9908357
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/sessions/base_session.py first seen with mtime 1668153247.9348347
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/template/loader_tags.py first seen with mtime 1668153248.0388362
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/sites/__init__.py first seen with mtime 1668153247.962835
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /usr/lib/python3.8/asyncio/base_subprocess.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/backports/zoneinfo/_czoneinfo.cpython-38-x86_64-linux-gnu.so first seen with mtime 1668153247.4708288
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/admin/exceptions.py first seen with mtime 1668153247.5908303
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/migrations/operations/special.py first seen with mtime 1668153248.0148358
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/core/servers/__init__.py first seen with mtime 1668153248.0028358
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /usr/lib/python3.8/numbers.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /usr/lib/python3.8/asyncio/sslproto.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/bloggerpro/bloggerpro/urls.py first seen with mtime 1668175270.8612902
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/utils/text.py first seen with mtime 1668153248.0508363
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/models/indexes.py first seen with mtime 1668153248.018836
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /usr/lib/python3.8/asyncio/constants.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,439 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/staticfiles/__init__.py first seen with mtime 1668153247.9908357
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/models/fields/related_descriptors.py first seen with mtime 1668153248.022836
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/admin/actions.py first seen with mtime 1668153247.5908303
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/models/lookups.py first seen with mtime 1668153248.018836
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/sqlparse/engine/statement_splitter.py first seen with mtime 1668153247.418828
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/sites/requests.py first seen with mtime 1668153247.962835
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/backports/zoneinfo/__init__.py first seen with mtime 1668153247.4708288
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /usr/lib/python3.8/contextlib.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/sqlparse/cli.py first seen with mtime 1668153247.418828
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /usr/lib/python3.8/html/entities.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /usr/lib/python3.8/asyncio/selector_events.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/sqlparse/filters/__init__.py first seen with mtime 1668153247.418828
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/core/mail/utils.py first seen with mtime 1668153247.9988356
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/core/files/move.py first seen with mtime 1668153247.9948356
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /usr/lib/python3.8/html/parser.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /usr/lib/python3.8/lib-dynload/_json.cpython-38-x86_64-linux-gnu.so first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/utils/formats.py first seen with mtime 1668153248.0468364
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /usr/lib/python3.8/queue.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/contenttypes/checks.py first seen with mtime 1668153247.7588325
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/models/fields/__init__.py first seen with mtime 1668153248.018836
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /usr/lib/python3.8/calendar.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /usr/lib/python3.8/statistics.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/models/constants.py first seen with mtime 1668153248.018836
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/utils/translation/trans_real.py first seen with mtime 1668153248.0508363
DEBUG 2022-11-11 14:05:59,440 autoreload 51997 140263233537856 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/utils/connection.py first seen with mtime 1668153248.0468364
